"","HourEnding","Location2","Underpass.type","average.effort","hourly.traffic","hourly.human","Agecentred","Total","Hour.sq"
"1",4,"Stewart Creek","Jumpout",10.0909090909091,69.5119402985075,0,-3.0206810110717,26,16
"2",4,"Stewart Creek","Underpass",10.1818181818182,69.5119402985075,0,-3.0206810110717,211,16
"3",3,"Stewart Creek","Jumpout",10.0909090909091,79.4122383252818,0,-3.0206810110717,15,9
"4",3,"Stewart Creek","Underpass",10.1818181818182,79.4122383252818,0,-3.0206810110717,251,9
"5",5,"Stewart Creek","Jumpout",10.0909090909091,79.7352024922118,0,-3.0206810110717,30,25
"6",5,"Stewart Creek","Underpass",10.1818181818182,79.7352024922118,0,-3.0206810110717,227,25
"7",2,"Stewart Creek","Jumpout",10.0909090909091,107.44925124792,0,-3.0206810110717,8,4
"8",2,"Stewart Creek","Underpass",10.1818181818182,107.44925124792,0,-3.0206810110717,210,4
"9",6,"Stewart Creek","Jumpout",10.0909090909091,159.436731742589,0,-3.0206810110717,71,36
"10",6,"Stewart Creek","Underpass",10.1818181818182,159.436731742589,0,-3.0206810110717,445,36
"11",1,"Stewart Creek","Jumpout",10.0909090909091,173.106164383562,0,-3.0206810110717,11,1
"12",1,"Stewart Creek","Underpass",10.1818181818182,173.106164383562,0,-3.0206810110717,221,1
"13",7,"Stewart Creek","Jumpout",10.0909090909091,363.779220779221,0,-3.0206810110717,40,49
"14",8,"Stewart Creek","Jumpout",10.0909090909091,667.853634577603,0,-3.0206810110717,22,64
"15",22,"Stewart Creek","Jumpout",10.0909090909091,719.700673724735,0,-3.0206810110717,23,484
"16",22,"Stewart Creek","Underpass",10.1818181818182,719.700673724735,0,-3.0206810110717,529,484
"17",21,"Stewart Creek","Jumpout",10.0909090909091,885.491379310345,0,-3.0206810110717,17,441
"18",21,"Stewart Creek","Underpass",10.1818181818182,885.491379310345,0,-3.0206810110717,417,441
"19",24,"Stewart Creek","Underpass",10.1818181818182,303.289193302892,1,-3.0206810110717,282,576
"20",7,"Stewart Creek","Underpass",10.1818181818182,363.779220779221,1,-3.0206810110717,558,49
"21",8,"Stewart Creek","Underpass",10.1818181818182,667.853634577603,1,-3.0206810110717,576,64
"22",9,"Stewart Creek","Underpass",10.1818181818182,976.041763341067,1,-3.0206810110717,568,81
"23",20,"Stewart Creek","Jumpout",10.0909090909091,1103.34282460137,1,-3.0206810110717,16,400
"24",19,"Stewart Creek","Jumpout",10.0909090909091,1282.12746386334,1,-3.0206810110717,12,361
"25",18,"Stewart Creek","Jumpout",10.0909090909091,1606.96284829721,1,-3.0206810110717,12,324
"26",18,"Stewart Creek","Underpass",10.1818181818182,1606.96284829721,1.16666666666667,-3.0206810110717,292,324
"27",16,"Stewart Creek","Jumpout",10.0909090909091,1628.75680272109,1.25,-3.0206810110717,7,256
"28",20,"Stewart Creek","Underpass",10.1818181818182,1103.34282460137,1.28571428571429,-3.0206810110717,342,400
"29",17,"Stewart Creek","Jumpout",10.0909090909091,1739.3724137931,1.33333333333333,-3.0206810110717,9,289
"30",10,"Stewart Creek","Underpass",10.1818181818182,1209.6592039801,1.35,-3.0206810110717,531,100
"31",15,"Stewart Creek","Underpass",10.1818181818182,1469.29160530191,1.46428571428571,-3.0206810110717,468,225
"32",13,"Stewart Creek","Jumpout",10.0909090909091,1390.72808132147,1.47826086956522,-3.0206810110717,10,169
"33",9,"Stewart Creek","Jumpout",10.0909090909091,976.041763341067,1.5,-3.0206810110717,21,81
"34",19,"Stewart Creek","Underpass",10.1818181818182,1282.12746386334,1.5,-3.0206810110717,292,361
"35",16,"Stewart Creek","Underpass",10.1818181818182,1628.75680272109,1.54545454545455,-3.0206810110717,459,256
"36",11,"Stewart Creek","Underpass",10.1818181818182,1393.5107102593,1.61290322580645,-3.0206810110717,630,121
"37",17,"Stewart Creek","Underpass",10.1818181818182,1739.3724137931,1.6875,-3.0206810110717,457,289
"38",13,"Stewart Creek","Underpass",10.1818181818182,1390.72808132147,1.86567164179104,-3.0206810110717,671,169
"39",14,"Stewart Creek","Jumpout",10.0909090909091,1445.3359375,1.88235294117647,-3.0206810110717,5,196
"40",14,"Stewart Creek","Underpass",10.1818181818182,1445.3359375,1.90909090909091,-3.0206810110717,470,196
"41",24,"Stewart Creek","Jumpout",10.0909090909091,303.289193302892,2,-3.0206810110717,24,576
"42",23,"Stewart Creek","Jumpout",10.0909090909091,509.863970588235,2,-3.0206810110717,20,529
"43",23,"Stewart Creek","Underpass",10.1818181818182,509.863970588235,2,-3.0206810110717,385,529
"44",12,"Stewart Creek","Underpass",10.1818181818182,1530.93138357705,2.01388888888889,-3.0206810110717,793,144
"45",11,"Stewart Creek","Jumpout",10.0909090909091,1393.5107102593,2.05769230769231,-3.0206810110717,15,121
"46",10,"Stewart Creek","Jumpout",10.0909090909091,1209.6592039801,2.07407407407407,-3.0206810110717,11,100
"47",12,"Stewart Creek","Jumpout",10.0909090909091,1530.93138357705,2.28,-3.0206810110717,9,144
"48",15,"Stewart Creek","Jumpout",10.0909090909091,1469.29160530191,2.93333333333333,-3.0206810110717,2,225
"49",4,"Dead Man's","Jumpout",9.4,69.5119402985075,0,1.9793189889283,102,16
"50",4,"Dead Man's","Jumpout",9.90909090909091,69.5119402985075,0,1.9793189889283,60,16
"51",4,"Dead Man's","Jumpout",11.5555555555556,69.5119402985075,0,1.9793189889283,8,16
"52",3,"Wind Valley","Underpass",10.5833333333333,79.4122383252818,0,1.9793189889283,333,9
"53",5,"Dead Man's","Jumpout",9.4,79.7352024922118,0,1.9793189889283,50,25
"54",5,"Dead Man's","Jumpout",9.90909090909091,79.7352024922118,0,1.9793189889283,107,25
"55",5,"Wind Valley","Underpass",10.5833333333333,79.7352024922118,0,1.9793189889283,713,25
"56",5,"Dead Man's","Jumpout",11.5555555555556,79.7352024922118,0,1.9793189889283,16,25
"57",2,"Wind Valley","Underpass",10.5833333333333,107.44925124792,0,1.9793189889283,330,4
"58",6,"Wind Valley","Underpass",10.5833333333333,159.436731742589,0,1.9793189889283,977,36
"59",1,"Wind Valley","Underpass",10.5833333333333,173.106164383562,0,1.9793189889283,261,1
"60",24,"Wind Valley","Underpass",10.5833333333333,303.289193302892,0,1.9793189889283,296,576
"61",23,"Wind Valley","Underpass",10.5833333333333,509.863970588235,0,1.9793189889283,417,529
"62",4,"Wind Valley","Underpass",10.5833333333333,69.5119402985075,1,1.9793189889283,433,16
"63",3,"Dead Man's","Jumpout",9.4,79.4122383252818,1,1.9793189889283,88,9
"64",3,"Dead Man's","Jumpout",9.90909090909091,79.4122383252818,1,1.9793189889283,33,9
"65",3,"Dead Man's","Jumpout",11.5555555555556,79.4122383252818,1,1.9793189889283,10,9
"66",2,"Dead Man's","Jumpout",9.4,107.44925124792,1,1.9793189889283,87,4
"67",2,"Dead Man's","Jumpout",9.90909090909091,107.44925124792,1,1.9793189889283,38,4
"68",2,"Dead Man's","Jumpout",11.5555555555556,107.44925124792,1,1.9793189889283,6,4
"69",6,"Dead Man's","Jumpout",9.4,159.436731742589,1,1.9793189889283,77,36
