"","HourEnding","Location2","Underpass.type","average.effort","hourly.traffic","hourly.human","Agecentred","Total","Hour.sq"
"1",4,"Stewart Creek","Jumpout",10.0909090909091,69.5119402985075,0,-3.0206810110717,28,16
"2",4,"Stewart Creek","Underpass",10.1818181818182,69.5119402985075,0,-3.0206810110717,197,16
"3",3,"Stewart Creek","Jumpout",10.0909090909091,79.4122383252818,0,-3.0206810110717,18,9
"4",3,"Stewart Creek","Underpass",10.1818181818182,79.4122383252818,0,-3.0206810110717,247,9
"5",5,"Stewart Creek","Jumpout",10.0909090909091,79.7352024922118,0,-3.0206810110717,33,25
"6",5,"Stewart Creek","Underpass",10.1818181818182,79.7352024922118,0,-3.0206810110717,232,25
"7",2,"Stewart Creek","Jumpout",10.0909090909091,107.44925124792,0,-3.0206810110717,9,4
"8",2,"Stewart Creek","Underpass",10.1818181818182,107.44925124792,0,-3.0206810110717,210,4
"9",6,"Stewart Creek","Jumpout",10.0909090909091,159.436731742589,0,-3.0206810110717,74,36
"10",6,"Stewart Creek","Underpass",10.1818181818182,159.436731742589,0,-3.0206810110717,431,36
"11",1,"Stewart Creek","Jumpout",10.0909090909091,173.106164383562,0,-3.0206810110717,13,1
"12",1,"Stewart Creek","Underpass",10.1818181818182,173.106164383562,0,-3.0206810110717,204,1
"13",7,"Stewart Creek","Jumpout",10.0909090909091,363.779220779221,0,-3.0206810110717,42,49
"14",8,"Stewart Creek","Jumpout",10.0909090909091,667.853634577603,0,-3.0206810110717,26,64
"15",22,"Stewart Creek","Jumpout",10.0909090909091,719.700673724735,0,-3.0206810110717,24,484
"16",22,"Stewart Creek","Underpass",10.1818181818182,719.700673724735,0,-3.0206810110717,512,484
"17",21,"Stewart Creek","Jumpout",10.0909090909091,885.491379310345,0,-3.0206810110717,20,441
"18",21,"Stewart Creek","Underpass",10.1818181818182,885.491379310345,0,-3.0206810110717,408,441
"19",24,"Stewart Creek","Underpass",10.1818181818182,303.289193302892,1,-3.0206810110717,266,576
"20",7,"Stewart Creek","Underpass",10.1818181818182,363.779220779221,1,-3.0206810110717,559,49
"21",8,"Stewart Creek","Underpass",10.1818181818182,667.853634577603,1,-3.0206810110717,579,64
"22",9,"Stewart Creek","Underpass",10.1818181818182,976.041763341067,1,-3.0206810110717,570,81
"23",20,"Stewart Creek","Jumpout",10.0909090909091,1103.34282460137,1,-3.0206810110717,18,400
"24",19,"Stewart Creek","Jumpout",10.0909090909091,1282.12746386334,1,-3.0206810110717,12,361
"25",18,"Stewart Creek","Jumpout",10.0909090909091,1606.96284829721,1,-3.0206810110717,13,324
"26",18,"Stewart Creek","Underpass",10.1818181818182,1606.96284829721,1.16666666666667,-3.0206810110717,299,324
"27",16,"Stewart Creek","Jumpout",10.0909090909091,1628.75680272109,1.25,-3.0206810110717,8,256
"28",20,"Stewart Creek","Underpass",10.1818181818182,1103.34282460137,1.28571428571429,-3.0206810110717,339,400
"29",17,"Stewart Creek","Jumpout",10.0909090909091,1739.3724137931,1.33333333333333,-3.0206810110717,12,289
"30",10,"Stewart Creek","Underpass",10.1818181818182,1209.6592039801,1.35,-3.0206810110717,548,100
"31",15,"Stewart Creek","Underpass",10.1818181818182,1469.29160530191,1.46428571428571,-3.0206810110717,473,225
"32",13,"Stewart Creek","Jumpout",10.0909090909091,1390.72808132147,1.47826086956522,-3.0206810110717,10,169
"33",9,"Stewart Creek","Jumpout",10.0909090909091,976.041763341067,1.5,-3.0206810110717,20,81
"34",19,"Stewart Creek","Underpass",10.1818181818182,1282.12746386334,1.5,-3.0206810110717,298,361
"35",16,"Stewart Creek","Underpass",10.1818181818182,1628.75680272109,1.54545454545455,-3.0206810110717,455,256
"36",11,"Stewart Creek","Underpass",10.1818181818182,1393.5107102593,1.61290322580645,-3.0206810110717,639,121
"37",17,"Stewart Creek","Underpass",10.1818181818182,1739.3724137931,1.6875,-3.0206810110717,460,289
"38",13,"Stewart Creek","Underpass",10.1818181818182,1390.72808132147,1.86567164179104,-3.0206810110717,679,169
"39",14,"Stewart Creek","Jumpout",10.0909090909091,1445.3359375,1.88235294117647,-3.0206810110717,7,196
"40",14,"Stewart Creek","Underpass",10.1818181818182,1445.3359375,1.90909090909091,-3.0206810110717,476,196
"41",24,"Stewart Creek","Jumpout",10.0909090909091,303.289193302892,2,-3.0206810110717,30,576
"42",23,"Stewart Creek","Jumpout",10.0909090909091,509.863970588235,2,-3.0206810110717,20,529
"43",23,"Stewart Creek","Underpass",10.1818181818182,509.863970588235,2,-3.0206810110717,366,529
"44",12,"Stewart Creek","Underpass",10.1818181818182,1530.93138357705,2.01388888888889,-3.0206810110717,801,144
"45",11,"Stewart Creek","Jumpout",10.0909090909091,1393.5107102593,2.05769230769231,-3.0206810110717,19,121
"46",10,"Stewart Creek","Jumpout",10.0909090909091,1209.6592039801,2.07407407407407,-3.0206810110717,12,100
"47",12,"Stewart Creek","Jumpout",10.0909090909091,1530.93138357705,2.28,-3.0206810110717,11,144
"48",15,"Stewart Creek","Jumpout",10.0909090909091,1469.29160530191,2.93333333333333,-3.0206810110717,3,225
"49",4,"Dead Man's","Jumpout",9.4,69.5119402985075,0,1.9793189889283,105,16
"50",4,"Dead Man's","Jumpout",9.90909090909091,69.5119402985075,0,1.9793189889283,60,16
"51",4,"Dead Man's","Jumpout",11.5555555555556,69.5119402985075,0,1.9793189889283,11,16
"52",3,"Wind Valley","Underpass",10.5833333333333,79.4122383252818,0,1.9793189889283,350,9
"53",5,"Dead Man's","Jumpout",9.4,79.7352024922118,0,1.9793189889283,52,25
"54",5,"Dead Man's","Jumpout",9.90909090909091,79.7352024922118,0,1.9793189889283,108,25
"55",5,"Wind Valley","Underpass",10.5833333333333,79.7352024922118,0,1.9793189889283,725,25
"56",5,"Dead Man's","Jumpout",11.5555555555556,79.7352024922118,0,1.9793189889283,16,25
"57",2,"Wind Valley","Underpass",10.5833333333333,107.44925124792,0,1.9793189889283,349,4
"58",6,"Wind Valley","Underpass",10.5833333333333,159.436731742589,0,1.9793189889283,991,36
"59",1,"Wind Valley","Underpass",10.5833333333333,173.106164383562,0,1.9793189889283,266,1
"60",24,"Wind Valley","Underpass",10.5833333333333,303.289193302892,0,1.9793189889283,306,576
"61",23,"Wind Valley","Underpass",10.5833333333333,509.863970588235,0,1.9793189889283,424,529
"62",4,"Wind Valley","Underpass",10.5833333333333,69.5119402985075,1,1.9793189889283,453,16
"63",3,"Dead Man's","Jumpout",9.4,79.4122383252818,1,1.9793189889283,86,9
"64",3,"Dead Man's","Jumpout",9.90909090909091,79.4122383252818,1,1.9793189889283,39,9
"65",3,"Dead Man's","Jumpout",11.5555555555556,79.4122383252818,1,1.9793189889283,10,9
"66",2,"Dead Man's","Jumpout",9.4,107.44925124792,1,1.9793189889283,89,4
"67",2,"Dead Man's","Jumpout",9.90909090909091,107.44925124792,1,1.9793189889283,39,4
"68",2,"Dead Man's","Jumpout",11.5555555555556,107.44925124792,1,1.9793189889283,5,4
"69",6,"Dead Man's","Jumpout",9.4,159.436731742589,1,1.9793189889283,76,36
"70",6,"Dead Man's","Jumpout",9.90909090909091,159.436731742589,1,1.9793189889283,136,36
"71",6,"Dead Man's","Jumpout",11.5555555555556,159.436731742589,1,1.9793189889283,34,36
"72",1,"Dead Man's","Jumpout",9.4,173.106164383562,1,1.9793189889283,98,1
"73",1,"Dead Man's","Jumpout",9.90909090909091,173.106164383562,1,1.9793189889283,42,1
"74",1,"Dead Man's","Jumpout",11.5555555555556,173.106164383562,1,1.9793189889283,7,1
"75",24,"Dead Man's","Jumpout",9.4,303.289193302892,1,1.9793189889283,129,576
"76",24,"Dead Man's","Jumpout",9.90909090909091,303.289193302892,1,1.9793189889283,36,576
"77",24,"Dead Man's","Jumpout",11.5555555555556,303.289193302892,1,1.9793189889283,3,576
"78",7,"Dead Man's","Jumpout",9.4,363.779220779221,1,1.9793189889283,53,49
"79",7,"Dead Man's","Jumpout",9.90909090909091,363.779220779221,1,1.9793189889283,104,49
"80",7,"Wind Valley","Underpass",10.5833333333333,363.779220779221,1,1.9793189889283,868,49
"81",7,"Dead Man's","Jumpout",11.5555555555556,363.779220779221,1,1.9793189889283,20,49
"82",8,"Wind Valley","Underpass",10.5833333333333,667.853634577603,1,1.9793189889283,558,64
"83",8,"Dead Man's","Jumpout",9.4,667.853634577603,1.1,1.9793189889283,33,64
"84",8,"Dead Man's","Jumpout",9.90909090909091,667.853634577603,1.1,1.9793189889283,82,64
"85",8,"Dead Man's","Jumpout",11.5555555555556,667.853634577603,1.1,1.9793189889283,15,64
"86",18,"Wind Valley","Underpass",10.5833333333333,1606.96284829721,1.13333333333333,1.9793189889283,227,324
"87",23,"Dead Man's","Jumpout",9.4,509.863970588235,1.14285714285714,1.9793189889283,113,529
"88",23,"Dead Man's","Jumpout",9.90909090909091,509.863970588235,1.14285714285714,1.9793189889283,58,529
"89",23,"Dead Man's","Jumpout",11.5555555555556,509.863970588235,1.14285714285714,1.9793189889283,31,529
"90",22,"Dead Man's","Jumpout",9.4,719.700673724735,1.14285714285714,1.9793189889283,82,484
"91",22,"Dead Man's","Jumpout",9.90909090909091,719.700673724735,1.14285714285714,1.9793189889283,95,484
"92",22,"Dead Man's","Jumpout",11.5555555555556,719.700673724735,1.14285714285714,1.9793189889283,13,484
"93",9,"Wind Valley","Underpass",10.5833333333333,976.041763341067,1.28571428571429,1.9793189889283,434,81
"94",19,"Wind Valley","Underpass",10.5833333333333,1282.12746386334,1.3,1.9793189889283,304,361
"95",21,"Dead Man's","Jumpout",9.4,885.491379310345,1.30769230769231,1.9793189889283,73,441
"96",21,"Dead Man's","Jumpout",9.90909090909091,885.491379310345,1.30769230769231,1.9793189889283,108,441
"97",21,"Dead Man's","Jumpout",11.5555555555556,885.491379310345,1.30769230769231,1.9793189889283,10,441
"98",17,"Wind Valley","Underpass",10.5833333333333,1739.3724137931,1.31818181818182,1.9793189889283,147,289
"99",17,"Dead Man's","Jumpout",9.4,1739.3724137931,1.375,1.9793189889283,42,289
"100",17,"Dead Man's","Jumpout",9.90909090909091,1739.3724137931,1.375,1.9793189889283,12,289
"101",17,"Dead Man's","Jumpout",11.5555555555556,1739.3724137931,1.375,1.9793189889283,6,289
"102",10,"Wind Valley","Underpass",10.5833333333333,1209.6592039801,1.37777777777778,1.9793189889283,267,100
"103",20,"Dead Man's","Jumpout",9.4,1103.34282460137,1.38461538461538,1.9793189889283,37,400
"104",20,"Dead Man's","Jumpout",9.90909090909091,1103.34282460137,1.38461538461538,1.9793189889283,74,400
"105",20,"Dead Man's","Jumpout",11.5555555555556,1103.34282460137,1.38461538461538,1.9793189889283,1,400
"106",14,"Wind Valley","Underpass",10.5833333333333,1445.3359375,1.3953488372093,1.9793189889283,140,196
"107",16,"Wind Valley","Underpass",10.5833333333333,1628.75680272109,1.44827586206897,1.9793189889283,113,256
"108",21,"Wind Valley","Underpass",10.5833333333333,885.491379310345,1.5,1.9793189889283,606,441
"109",9,"Dead Man's","Jumpout",9.4,976.041763341067,1.5,1.9793189889283,34,81
"110",9,"Dead Man's","Jumpout",9.90909090909091,976.041763341067,1.5,1.9793189889283,40,81
"111",9,"Dead Man's","Jumpout",11.5555555555556,976.041763341067,1.5,1.9793189889283,12,81
"112",18,"Dead Man's","Jumpout",9.4,1606.96284829721,1.52173913043478,1.9793189889283,21,324
"113",18,"Dead Man's","Jumpout",9.90909090909091,1606.96284829721,1.52173913043478,1.9793189889283,26,324
"114",18,"Dead Man's","Jumpout",11.5555555555556,1606.96284829721,1.52173913043478,1.9793189889283,15,324
"115",16,"Dead Man's","Jumpout",9.4,1628.75680272109,1.54385964912281,1.9793189889283,22,256
"116",16,"Dead Man's","Jumpout",9.90909090909091,1628.75680272109,1.54385964912281,1.9793189889283,24,256
"117",16,"Dead Man's","Jumpout",11.5555555555556,1628.75680272109,1.54385964912281,1.9793189889283,8,256
"118",20,"Wind Valley","Underpass",10.5833333333333,1103.34282460137,1.57142857142857,1.9793189889283,457,400
"119",14,"Dead Man's","Jumpout",9.4,1445.3359375,1.57391304347826,1.9793189889283,17,196
"120",14,"Dead Man's","Jumpout",9.90909090909091,1445.3359375,1.57391304347826,1.9793189889283,7,196
"121",14,"Dead Man's","Jumpout",11.5555555555556,1445.3359375,1.57391304347826,1.9793189889283,3,196
"122",15,"Wind Valley","Underpass",10.5833333333333,1469.29160530191,1.625,1.9793189889283,146,225
"123",19,"Dead Man's","Jumpout",9.4,1282.12746386334,1.64814814814815,1.9793189889283,32,361
"124",19,"Dead Man's","Jumpout",9.90909090909091,1282.12746386334,1.64814814814815,1.9793189889283,48,361
"125",19,"Dead Man's","Jumpout",11.5555555555556,1282.12746386334,1.64814814814815,1.9793189889283,10,361
"126",15,"Dead Man's","Jumpout",9.4,1469.29160530191,1.73913043478261,1.9793189889283,12,225
"127",15,"Dead Man's","Jumpout",9.90909090909091,1469.29160530191,1.73913043478261,1.9793189889283,34,225
"128",15,"Dead Man's","Jumpout",11.5555555555556,1469.29160530191,1.73913043478261,1.9793189889283,1,225
"129",13,"Dead Man's","Jumpout",9.4,1390.72808132147,1.775,1.9793189889283,30,169
"130",13,"Dead Man's","Jumpout",9.90909090909091,1390.72808132147,1.775,1.9793189889283,17,169
"131",13,"Dead Man's","Jumpout",11.5555555555556,1390.72808132147,1.775,1.9793189889283,2,169
"132",12,"Wind Valley","Underpass",10.5833333333333,1530.93138357705,1.82432432432432,1.9793189889283,133,144
"133",10,"Dead Man's","Jumpout",9.4,1209.6592039801,1.8433734939759,1.9793189889283,12,100
"134",10,"Dead Man's","Jumpout",9.90909090909091,1209.6592039801,1.8433734939759,1.9793189889283,33,100
"135",10,"Dead Man's","Jumpout",11.5555555555556,1209.6592039801,1.8433734939759,1.9793189889283,0,100
"136",11,"Dead Man's","Jumpout",9.4,1393.5107102593,1.87209302325581,1.9793189889283,38,121
"137",11,"Dead Man's","Jumpout",9.90909090909091,1393.5107102593,1.87209302325581,1.9793189889283,16,121
"138",11,"Dead Man's","Jumpout",11.5555555555556,1393.5107102593,1.87209302325581,1.9793189889283,7,121
"139",12,"Dead Man's","Jumpout",9.4,1530.93138357705,1.90058479532164,1.9793189889283,30,144
"140",12,"Dead Man's","Jumpout",9.90909090909091,1530.93138357705,1.90058479532164,1.9793189889283,31,144
"141",12,"Dead Man's","Jumpout",11.5555555555556,1530.93138357705,1.90058479532164,1.9793189889283,2,144
"142",11,"Wind Valley","Underpass",10.5833333333333,1393.5107102593,1.92592592592593,1.9793189889283,178,121
"143",13,"Wind Valley","Underpass",10.5833333333333,1390.72808132147,1.96296296296296,1.9793189889283,127,169
"144",22,"Wind Valley","Underpass",10.5833333333333,719.700673724735,2.33333333333333,1.9793189889283,588,484
