"","HourEnding","Location2","Underpass.type","average.effort","hourly.traffic","hourly.human","Agecentred","Total","Hour.sq"
"1",4,"Stewart Creek","Jumpout",10.0909090909091,69.5119402985075,0,-3.01375928070297,4,16
"2",4,"Stewart Creek","Underpass",10.1818181818182,69.5119402985075,0,-3.01375928070297,23,16
"3",3,"Stewart Creek","Jumpout",10.0909090909091,79.4122383252818,0,-3.01375928070297,6,9
"4",3,"Stewart Creek","Underpass",10.1818181818182,79.4122383252818,0,-3.01375928070297,32,9
"5",5,"Stewart Creek","Jumpout",10.0909090909091,79.7352024922118,0,-3.01375928070297,3,25
"6",5,"Stewart Creek","Underpass",10.1818181818182,79.7352024922118,0,-3.01375928070297,30,25
"7",2,"Stewart Creek","Jumpout",10.0909090909091,107.44925124792,0,-3.01375928070297,4,4
"8",2,"Stewart Creek","Underpass",10.1818181818182,107.44925124792,0,-3.01375928070297,40,4
"9",6,"Stewart Creek","Jumpout",10.0909090909091,159.436731742589,0,-3.01375928070297,5,36
"10",6,"Stewart Creek","Underpass",10.1818181818182,159.436731742589,0,-3.01375928070297,31,36
"11",1,"Stewart Creek","Jumpout",10.0909090909091,173.106164383562,0,-3.01375928070297,8,1
"12",1,"Stewart Creek","Underpass",10.1818181818182,173.106164383562,0,-3.01375928070297,32,1
"13",7,"Stewart Creek","Jumpout",10.0909090909091,363.779220779221,0,-3.01375928070297,5,49
"14",8,"Stewart Creek","Jumpout",10.0909090909091,667.853634577603,0,-3.01375928070297,5,64
"15",22,"Stewart Creek","Jumpout",10.0909090909091,719.700673724735,0,-3.01375928070297,3,484
"16",22,"Stewart Creek","Underpass",10.1818181818182,719.700673724735,0,-3.01375928070297,38,484
"17",21,"Stewart Creek","Jumpout",10.0909090909091,885.491379310345,0,-3.01375928070297,5,441
"18",21,"Stewart Creek","Underpass",10.1818181818182,885.491379310345,0,-3.01375928070297,36,441
"19",24,"Stewart Creek","Underpass",10.1818181818182,303.289193302892,1,-3.01375928070297,32,576
"20",7,"Stewart Creek","Underpass",10.1818181818182,363.779220779221,1,-3.01375928070297,31,49
"21",8,"Stewart Creek","Underpass",10.1818181818182,667.853634577603,1,-3.01375928070297,37,64
"22",9,"Stewart Creek","Underpass",10.1818181818182,976.041763341067,1,-3.01375928070297,42,81
"23",20,"Stewart Creek","Jumpout",10.0909090909091,1103.34282460137,1,-3.01375928070297,2,400
"24",19,"Stewart Creek","Jumpout",10.0909090909091,1282.12746386334,1,-3.01375928070297,3,361
"25",18,"Stewart Creek","Jumpout",10.0909090909091,1606.96284829721,1,-3.01375928070297,1,324
"26",18,"Stewart Creek","Underpass",10.1818181818182,1606.96284829721,1.16666666666667,-3.01375928070297,20,324
